,ClientMacAddr,frequency,Name,Job_Title,security_level,classification,Level,lat,lng,localtime
0,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:24:19.175
1,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:23:44.299
2,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:22:57.595
3,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:22:15.503
4,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:21:58.359
5,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077473337856,-0.9322348635973055,2019-10-14 16:21:46.224
6,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46076906142133,-0.9322365162708708,2019-10-14 16:21:39.610
7,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:21:26.066
8,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:21:14.731
9,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:21:09.707
10,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077473337856,-0.9322348635973055,2019-10-14 16:20:56.560
11,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:20:48.226
12,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:20:09.159
13,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077990849698,-0.9322265302832734,2019-10-14 16:19:28.542
14,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077990849698,-0.9322265302832734,2019-10-14 16:19:16.501
15,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:19:07.262
16,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:18:58.132
17,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46057648064622,-0.9323711236561044,2019-10-14 16:18:45.593
18,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46078621,-0.93222453,2019-10-14 16:18:36.554
19,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46078621,-0.93222453,2019-10-14 16:18:23.304
20,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077473337856,-0.9322348635973055,2019-10-14 16:18:12.372
21,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46076906142133,-0.9322365162708708,2019-10-14 16:18:05.888
22,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46078621,-0.93222453,2019-10-14 16:17:56.318
23,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46057648064622,-0.9323711236561044,2019-10-14 16:17:49.995
24,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077990849698,-0.9322265302832734,2019-10-14 16:17:32.062
25,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077473337856,-0.9322348635973055,2019-10-14 16:17:27.922
26,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46057648064622,-0.9323711236561044,2019-10-14 16:17:17.498
27,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46078621,-0.93222453,2019-10-14 16:17:01.532
28,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46078621,-0.93222453,2019-10-14 16:16:55.722
29,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:16:38.662
30,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:16:28.934
31,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:16:17.797
32,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:16:03.670
33,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077990849698,-0.9322265302832734,2019-10-14 16:15:50.716
34,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077473337856,-0.9322348635973055,2019-10-14 16:15:36.571
35,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46059815,-0.93239386,2019-10-14 16:15:28.651
36,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46077473337856,-0.9322348635973055,2019-10-14 16:15:06.887
37,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46078621,-0.93222453,2019-10-14 16:14:32.686
38,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:14:12.032
39,80:58:f8:6b:15:eb,40,Allison Cummings,Public Relations Manager,3.0,employee,0,51.46051793,-0.93230969,2019-10-14 16:11:21.541
40,80:58:f8:96:40:df,30,Annette Moore,Cloud Architect,2.0,employee,0,51.46071774,-0.93239636,2019-10-15 13:56:51.784
41,80:58:f8:96:40:df,30,Annette Moore,Cloud Architect,2.0,employee,0,51.46094269,-0.9321665,2019-10-15 13:54:49.562
42,80:58:f8:96:40:df,30,Annette Moore,Cloud Architect,2.0,employee,0,51.46071774,-0.93239636,2019-10-15 13:48:26.651
