,ClientMacAddr,frequency,Name,Job_Title,security_level,classification,Level,lat,lng,localtime
0,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46094269,-0.9321665,2019-10-17 17:24:28.451
1,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460857816888414,-0.932222507286966,2019-10-17 17:24:17.123
2,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46094269,-0.9321665,2019-10-17 17:21:50.623
3,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4609148965843,-0.9321735306386516,2019-10-17 17:21:32.874
4,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46094269,-0.9321665,2019-10-17 17:21:26.857
5,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460857816888414,-0.932222507286966,2019-10-17 17:21:17.438
6,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460824606461046,-0.9322332906220598,2019-10-17 17:20:37.021
7,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46078621,-0.93222453,2019-10-17 17:20:01.031
8,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:19:50.697
9,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46087030024827,-0.932240469808107,2019-10-17 17:19:33.154
10,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46087030024827,-0.932240469808107,2019-10-17 17:19:21.015
11,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:18:54.142
12,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46074800618105,-0.9322589288762224,2019-10-17 17:18:45.218
13,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460816023280046,-0.9322241243562132,2019-10-17 17:18:33.992
14,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:18:20.050
15,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46094269,-0.9321665,2019-10-17 17:18:16.845
16,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46094269,-0.9321665,2019-10-17 17:17:50.470
17,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:17:47.877
18,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:17:34.027
19,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:17:25.906
20,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:17:15.081
21,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460816023280046,-0.9322241243562132,2019-10-17 17:16:41.388
22,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46091444419978,-0.9323597073507802,2019-10-17 17:16:20.937
23,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460857816888414,-0.932222507286966,2019-10-17 17:16:19.531
24,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:16:06.898
25,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:15:57.070
26,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46087030024827,-0.932240469808107,2019-10-17 17:15:40.128
27,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46074111315603,-0.9322902283709464,2019-10-17 17:15:33.810
28,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46087030024827,-0.932240469808107,2019-10-17 17:15:19.573
29,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:15:08.342
30,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460811615013355,-0.9322666808011744,2019-10-17 17:14:56.308
31,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:14:42.777
32,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460811615013355,-0.9322666808011744,2019-10-17 17:14:39.227
33,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46091444419978,-0.9323597073507802,2019-10-17 17:14:22.317
34,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460816023280046,-0.9322241243562132,2019-10-17 17:14:18.008
35,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:14:09.387
36,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460736900216695,-0.9322877462384223,2019-10-17 17:13:56.754
37,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:13:43.617
38,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:13:36.702
39,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:13:26.473
40,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:13:11.930
41,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608064869166,-0.9322501017932316,2019-10-17 17:13:01.104
42,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46090837634576,-0.932341365300002,2019-10-17 17:12:55.084
43,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460816023280046,-0.9322241243562132,2019-10-17 17:12:48.569
44,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460824606461046,-0.9322332906220598,2019-10-17 17:12:34.030
45,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.4608939146633,-0.9323618275645,2019-10-17 17:12:29.922
46,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460855737193455,-0.9322403934792964,2019-10-17 17:12:15.778
47,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460816023280046,-0.9322241243562132,2019-10-17 17:12:06.460
48,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46090837634576,-0.932341365300002,2019-10-17 17:11:58.632
49,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46082091884816,-0.9322683023105036,2019-10-17 17:11:45.797
50,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.460824606461046,-0.9322332906220598,2019-10-17 17:11:39.881
51,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46090837634576,-0.932341365300002,2019-10-17 17:11:26.546
52,00:bb:60:5d:ab:ce,784,Scott Mccall,Mechanical Engineer,1.0,employee,0,51.46091444419978,-0.9323597073507802,2019-10-17 17:11:14.311
